layer,source_axis_engagement_rate,random_engagement_rate,sphere_engagement_rate,random_minus_source,sphere_minus_source
46,0.5959463547443783,0.5959463547443783,0.5959463547443783,0.0,0.0
47,0.5841484319854795,0.5841484319854795,0.5841484319854795,0.0,0.0
48,0.5803166280125038,0.5803166280125038,0.5803166280125038,0.0,0.0
49,0.534940002016739,0.534940002016739,0.534940002016739,0.0,0.0
50,0.49208429968740547,0.49208429968740547,0.49208429968740547,0.0,0.0
51,0.4669758999697489,0.4669758999697489,0.4669758999697489,0.0,0.0
52,0.43198547947968136,0.43198547947968136,0.43198547947968136,0.0,0.0
53,0.48290813754159523,0.48290813754159523,0.48290813754159523,0.0,0.0
